,Drama,Comedy,Action,Crime,Adventure,Fantasy,Horror,Thriller,Romance,Western,Documentary,Science Fiction,TV Movie,Animation,Music,Foreign,War,Mystery,Family,History,cluster
186500,1.0,0.8,0.8,1.0,0.8,0.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
51627,0.853309481216458,0.7932692307692308,0.8901098901098901,0.8280542986425339,1.0,0.7582417582417582,0.8241758241758244,0.8423076923076923,0.8423076923076923,0.46153846153846156,0.7692307692307692,0.9020979020979021,0.0,0.0,0.75,0.0,0.6153846153846154,0.8942307692307693,0.0,0.9230769230769231,-1
152206,0.6666666666666666,0.6666666666666666,0.7111111111111111,0.6666666666666666,0.6857142857142857,0.6,1.0,0.7428571428571427,0.5333333333333333,0.0,0.6,0.8,0.8,0.6,0.0,0.0,0.9,0.9,1.0,0.7333333333333333,14
108328,0.875,0.9,0.9142857142857143,0.9142857142857143,0.85,0.9333333333333333,1.0,0.9375,0.8800000000000001,0.9,0.0,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,-1
114717,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,83
71747,0.9146853146853148,1.0,0.9818181818181819,0.8181818181818182,0.6545454545454545,0.9818181818181819,0.9818181818181819,0.8909090909090909,0.9818181818181819,0.0,0.8727272727272728,0.8363636363636364,0.0,0.0,0.8181818181818182,0.9818181818181819,0.0,0.6545454545454545,0.0,0.7636363636363637,4
189085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
140644,0.7,0.625,0.5666666666666667,0.6166666666666666,0.3,0.6,0.4,0.8571428571428571,0.625,1.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,77
249146,0.85,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93
96140,0.8803418803418803,0.8592592592592592,0.7777777777777778,0.7111111111111111,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8611111111111112,0.9523809523809523,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.0,0.0,1.0,0.0,0.8888888888888888,0.925925925925926,0.8888888888888888,0.8888888888888888,52
105718,0.781954887218045,0.9473684210526315,0.42105263157894735,1.0,0.42105263157894735,0.0,0.7368421052631579,0.6947368421052631,0.7017543859649122,0.0,0.0,0.3684210526315789,0.0,0.0,0.6842105263157895,0.0,0.21052631578947367,0.8421052631578947,0.0,0.0,90
188812,0.8888888888888888,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
27930,0.7615384615384616,0.8666666666666666,0.8625,0.775,0.7666666666666667,0.9666666666666666,1.0,0.8777777777777779,0.9199999999999999,1.0,1.0,0.9,0.4,0.6,0.0,1.0,0.8,0.8333333333333334,0.8666666666666666,0.7,-1
75517,0.9523809523809523,1.0,0.7142857142857143,0.8571428571428571,0.0,0.0,0.0,0.5714285714285714,0.9523809523809523,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.8571428571428571,17
180575,0.7,0.7083333333333333,1.0,1.0,1.0,0.0,0.0,0.875,0.0,1.0,0.0,0.0,0.0,1.0,0.4375,0.0,0.0,0.75,1.0,0.0,-1
117178,0.8,0.95,0.8,0.9,0.9333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1
69313,0.6142857142857144,0.6,0.76,0.6,0.7333333333333333,0.7333333333333333,0.8,0.6799999999999999,0.7333333333333333,0.0,0.0,0.8,0.0,1.0,0.6,0.0,0.6,0.76,0.4,0.6666666666666666,21
102027,0.7166666666666666,0.9,0.7,0.55,0.0,0.0,0.0,0.475,1.0,1.0,0.5,1.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.8,-1
124942,0.7663157894736843,0.8178137651821862,0.8315789473684211,0.7942583732057417,0.8070175438596492,0.8421052631578947,0.8421052631578947,0.8070175438596492,0.8120300751879699,0.0,0.0,0.8596491228070174,0.9473684210526315,0.7368421052631579,1.0,0.7894736842105263,0.9473684210526315,0.7368421052631579,0.8421052631578947,0.5964912280701754,-1
245933,0.0,0.0,0.7777777777777778,0.0,0.8888888888888888,1.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1
172115,0.8863636363636364,0.8214285714285714,0.9375,0.875,0.9166666666666666,0.0,0.0,0.8571428571428571,1.0,0.0,0.75,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.75,0.0,-1
24729,0.8706896551724136,0.8541114058355437,0.9118773946360152,0.7777777777777777,1.0,0.9655172413793103,0.9655172413793103,0.8448275862068965,0.8045977011494252,0.0,0.7241379310344827,0.9118773946360152,0.0,0.7241379310344827,0.9655172413793103,0.0,0.8448275862068965,0.925287356321839,0.8045977011494252,0.8045977011494252,-1
29676,0.8947990543735224,0.8611111111111112,0.8518518518518519,0.8577777777777778,0.8823529411764706,0.8055555555555556,0.9382716049382714,0.8416666666666667,0.8611111111111112,1.0,0.7555555555555555,0.8888888888888888,0.0,0.925925925925926,0.7361111111111112,0.7222222222222222,1.0,0.847953216374269,0.7555555555555555,0.8611111111111112,26
8304,0.8437500000000001,0.8076923076923077,0.85207100591716,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.8901098901098901,0.9230769230769231,0.6923076923076924,0.9230769230769231,0.8653846153846154,0.0,0.0,1.0,0.0,0.6923076923076924,0.9230769230769231,0.6923076923076924,0.0,-1
117480,0.879120879120879,0.9148351648351647,0.782051282051282,0.8846153846153847,0.9,1.0,0.9807692307692308,0.8286713286713289,0.9461538461538461,0.23076923076923078,0.0,0.9560439560439562,0.0,0.0,0.0,0.0,0.0,0.6461538461538462,0.9230769230769231,0.9230769230769231,-1
155687,0.8,0.8,0.6,0.6,0.7,0.6666666666666666,0.0,0.6,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,81
59500,0.7959001782531194,0.7744107744107743,0.8053977272727273,0.8376068376068376,0.8652312599681018,0.9171122994652405,0.7203282828282828,0.806060606060606,0.755050505050505,1.0,0.8838383838383839,0.7636363636363637,0.98989898989899,0.8939393939393939,0.76010101010101,0.8219696969696969,0.8484848484848485,0.7759170653907494,0.7530303030303029,0.7542087542087542,-1
181363,0.7083333333333333,0.71875,0.5625,0.65625,0.5833333333333333,0.125,0.125,0.375,0.625,1.0,0.0,0.7083333333333333,0.0,0.0,0.0,0.0,0.0,0.8125,0.6875,0.875,77
219548,0.6599999999999999,0.5,0.7,0.7,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,18
145836,0.891304347826087,0.8035714285714286,0.9,0.8,0.9166666666666666,0.95,0.9375,0.9318181818181818,0.9,0.0,0.75,1.0,0.0,0.75,0.5,0.0,0.0,0.95,0.75,0.75,-1
254995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
251464,1.0,0.0,0.75,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
119253,0.8314606741573035,0.7877551020408164,0.8303030303030303,0.8833333333333334,0.7935483870967742,0.8,0.7454545454545454,0.8458333333333334,0.84375,0.0,1.0,0.8333333333333334,0.0,0.85,0.8,0.0,0.8,0.8363636363636363,0.6571428571428571,0.85,46
172500,0.7884615384615384,1.0,0.8333333333333333,0.9166666666666666,0.75,0.75,0.875,0.65,0.6666666666666666,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.875,0.75,0.0,90
202610,0.42000000000000004,0.5333333333333333,1.0,0.35,1.0,0.55,0.8,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,73
246217,0.8148148148148148,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,60
136520,0.6,0.4,0.9,1.0,0.0,0.0,1.0,0.9,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.7,0.0,0.8,0.8,0.0,-1
68503,0.82,0.85,0.828125,0.825,0.7708333333333333,0.65625,0.84375,0.75,0.925,0.75,1.0,0.84375,0.0,0.5625,0.375,0.0,0.875,0.78125,0.6666666666666666,1.0,-1
133303,0.93,0.95,1.0,0.9333333333333333,1.0,1.0,0.0,0.8,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,-1
214433,0.9166666666666666,0.875,0.875,0.8333333333333333,1.0,0.0,0.0,0.875,0.75,0.0,0.75,1.0,0.0,0.0,0.75,0.0,0.0,0.875,1.0,0.0,-1
166227,0.86,0.7333333333333333,0.8,1.0,0.6,0.8,1.0,0.9,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.8,0.6,0.9,-1
152968,0.7230769230769232,0.6,0.7333333333333333,0.3,1.0,0.4,0.0,0.7333333333333333,0.6,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,-1
120360,0.8819999999999999,0.8921739130434783,0.8752941176470589,0.9866666666666665,0.9942857142857143,0.7399999999999999,0.8133333333333332,0.871304347826087,0.8999999999999999,0.6,0.8999999999999999,1.0,0.96,0.84,0.6599999999999999,0.84,0.84,0.84,0.8699999999999999,0.96,-1
232688,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
92975,0.7993730407523513,0.7868672046955245,0.8597390493942217,0.7460212201591513,0.8943965517241379,0.9213362068965518,1.0,0.8575317604355718,0.7983508245877062,0.646551724137931,0.4310344827586208,0.8689655172413794,0.0,0.7019704433497538,0.6650246305418721,0.7758620689655173,0.8405172413793104,0.9051724137931035,0.7327586206896551,0.7112068965517242,13
754,0.9005847953216374,0.9583333333333334,0.9074074074074073,0.8888888888888888,0.8333333333333334,0.0,1.0,0.8888888888888888,0.9444444444444444,1.0,0.6666666666666666,0.925925925925926,0.0,0.0,0.0,0.0,0.0,0.9047619047619047,0.0,0.6666666666666666,-1
26928,0.9013157894736842,0.8947368421052632,0.863157894736842,0.8771929824561404,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.868421052631579,0.863157894736842,1.0,0.7894736842105263,0.8421052631578947,0.9473684210526315,0.0,0.0,0.8421052631578947,0.0,0.8421052631578947,0.0,0.8947368421052632,77
48743,0.9067579127459365,0.896358543417367,0.8595238095238095,0.8876811594202897,0.8979591836734694,0.8874458874458874,0.929705215419501,0.8850931677018633,0.9126984126984127,0.7380952380952381,0.9077380952380952,0.9018759018759018,0.0,1.0,0.8862433862433863,0.863095238095238,0.9391534391534392,0.9065934065934066,0.9183673469387754,0.9126984126984127,-1
179578,0.8376470588235294,0.8235294117647058,0.9150326797385621,0.9411764705882353,1.0,0.776470588235294,0.7999999999999999,0.8705882352941177,0.8627450980392156,0.0,0.29411764705882354,0.8235294117647058,0.8235294117647058,0.7450980392156863,0.7058823529411765,0.0,0.0,0.9411764705882353,0.7058823529411765,0.8235294117647058,-1
154584,0.7571428571428571,0.7,0.6714285714285714,0.475,0.6333333333333333,0.9,0.7,0.4875,0.7,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
77555,0.8649978605049209,0.7873983739837397,0.826311899482631,1.0,0.6605691056910568,0.8279132791327911,0.9380081300813006,0.9076996652319462,0.9600271002710026,0.8983739837398372,0.8102981029810297,0.5871725383920504,0.8455284552845527,0.8191056910569104,0.58130081300813,0.0,0.8455284552845527,0.8058943089430892,0.6605691056910568,0.8455284552845527,-1
72020,0.8963428837642674,0.932249322493225,0.8240740740740741,0.9388665774207943,0.8810916179337234,0.9339774557165861,0.9267139479905437,0.8527551942186088,0.9194348988163421,0.9629629629629629,0.9547325102880658,0.8981481481481481,0.0,1.0,0.8888888888888888,0.8296296296296296,0.9506172839506172,0.8474074074074074,0.8691358024691357,0.8529741863075196,-1
134043,0.7181818181818183,0.9285714285714286,1.0,0.65,1.0,1.0,0.1,0.9333333333333333,1.0,0.0,0.0,0.775,0.0,1.0,0.0,1.0,0.0,0.8,1.0,0.0,-1
221549,0.6000000000000001,0.16666666666666666,0.7037037037037037,0.7777777777777778,0.3333333333333333,1.0,1.0,0.5555555555555556,0.7777777777777778,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,69
201162,0.875,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,70
158173,0.8148148148148148,1.0,0.8888888888888888,0.0,0.9629629629629629,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.9629629629629629,0.0,0.0,0.8888888888888888,0.0,0.6666666666666666,0.9629629629629629,0.0,0.6666666666666666,12
244071,0.7777777777777778,0.4444444444444444,1.0,0.8888888888888888,0.5555555555555556,0.0,0.0,0.9166666666666666,0.5555555555555556,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
130447,0.9,0.8666666666666666,0.82,0.9,0.9666666666666666,0.0,0.9,0.8,0.9,0.7,0.0,0.85,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1
55123,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
159497,0.75,0.8,1.0,0.0,1.0,1.0,0.2,0.9,0.6,0.0,0.6,1.0,0.0,0.0,0.6,0.0,0.0,0.9333333333333333,0.0,0.5,39
133669,0.8476190476190476,0.8307692307692307,1.0,0.9333333333333333,0.95,0.75,1.0,0.96,0.9,1.0,0.8,0.9,1.0,0.9,1.0,0.0,1.0,0.0,0.75,0.8666666666666666,-1
248989,0.54,0.7,0.1,0.0,0.5333333333333333,1.0,0.1,0.3,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1
24555,1.0,0.9,0.90625,0.78125,0.875,0.75,0.125,0.8958333333333333,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,-1
156926,1.0,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.7058823529411765,0.0,0.8941176470588235,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.9411764705882353,-1
36328,0.654320987654321,0.6666666666666666,0.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0.3333333333333333,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,71
98895,0.9648639808101185,0.9366265060240964,0.9808758844903422,0.9857791823029824,0.972310293806806,0.9920481927710844,0.9975903614457832,1.0,0.9269472255218055,0.9698795180722891,0.9791164658634538,0.9981558888615687,0.0,0.9467871485943774,0.88170865279299,0.9698795180722891,0.8943044906900328,0.9867763737878342,0.8855421686746988,0.9606425702811245,0
97184,0.96,1.0,1.0,0.7,0.95,0.95,0.0,0.85,1.0,0.0,0.0,0.9666666666666666,0.9,0.0,0.0,1.0,0.0,0.7,0.9,0.0,-1
111820,0.9555555555555555,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83
179219,0.8088235294117647,0.7058823529411765,0.7529411764705882,0.7058823529411765,0.8235294117647058,0.0,0.0,0.9705882352941176,0.7647058823529411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.8823529411764706,36
130451,0.921875,0.8125,0.9166666666666666,0.0,0.375,0.0,1.0,0.875,0.75,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,-1
61819,0.768,0.8,0.6799999999999999,0.7333333333333333,0.65,0.8666666666666666,1.0,0.725,0.825,0.2,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,1.0,-1
170291,0.689655172413793,0.8142857142857143,0.7142857142857144,0.6799999999999999,0.6,0.7333333333333333,0.8,0.6799999999999999,0.7,0.0,0.6,0.8,0.0,1.0,0.6,0.0,0.6,0.65,1.0,0.7,19
231087,0.6799999999999999,0.6,0.7666666666666667,0.75,0.9,1.0,0.8,0.875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
4963,0.705574912891986,0.7261904761904762,0.6122448979591836,0.7767857142857142,0.5816326530612245,1.0,0.9489795918367346,0.6992481203007518,0.6263736263736264,0.3214285714285714,0.75,0.7857142857142856,0.0,0.0,0.4821428571428571,0.6428571428571428,0.0,0.8357142857142856,0.8571428571428571,0.8035714285714285,69
85082,1.0,0.95,0.0,0.0,1.0,0.0,0.0,1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
230203,0.875,0.875,0.9375,1.0,0.0,0.0,0.4375,0.875,0.0,0.0,0.0,0.625,0.0,0.875,0.0,0.0,0.0,0.0,0.875,0.0,24
35301,0.7722222222222223,0.7473684210526316,0.7333333333333333,0.7272727272727272,0.7333333333333333,0.7333333333333333,1.0,0.7846153846153847,0.7466666666666666,0.9,0.8666666666666666,0.8333333333333334,0.0,1.0,0.6,0.0,1.0,0.8400000000000001,0.8,0.8,26
18730,0.543859649122807,0.6481481481481481,0.7777777777777777,0.576923076923077,0.5555555555555556,0.8333333333333334,0.2222222222222222,0.6274509803921567,0.5416666666666666,0.8333333333333334,0.5,0.5476190476190476,0.6666666666666666,0.0,0.5833333333333334,0.0,0.0,0.6,1.0,0.3333333333333333,7
61056,0.9103942652329748,0.8722222222222222,0.8765432098765432,0.8376068376068375,0.8555555555555556,0.8666666666666667,0.8333333333333334,0.8484848484848483,0.8765432098765432,1.0,0.8148148148148148,0.8222222222222223,0.0,0.6666666666666666,0.0,0.8518518518518519,0.0,0.8888888888888888,0.8611111111111112,0.0,77
140698,0.8235294117647058,0.6274509803921569,0.35294117647058826,0.784313725490196,0.35294117647058826,0.0,0.35294117647058826,0.5882352941176471,0.8235294117647058,0.0,0.35294117647058826,0.5882352941176471,0.0,0.0,0.35294117647058826,0.0,0.0,1.0,0.0,0.0,71
181763,0.7578947368421053,0.6571428571428571,0.64,0.7,0.5333333333333333,0.6,0.7333333333333333,0.6,0.6,0.0,1.0,0.75,0.0,0.6,1.0,0.0,0.6,0.7,0.6,0.7,80
28033,0.7666666666666667,0.7,0.0,0.4,1.0,0.8333333333333334,0.0,0.5,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,84
174606,0.9199999999999999,1.0,1.0,0.8,1.0,0.0,1.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
219588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18
71335,0.7201086956521741,0.7826086956521741,0.6666666666666666,0.6346153846153846,0.7083333333333333,0.125,0.7857142857142858,0.6726190476190477,0.7211538461538461,0.7916666666666666,1.0,0.625,0.625,0.0,0.875,0.5625,1.0,0.8125,0.125,0.875,87
236283,1.0,0.75,0.875,0.0,0.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33
256643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
60788,0.9027777777777778,0.8472222222222222,0.9285714285714284,0.85,1.0,1.0,0.71875,0.903846153846154,0.8958333333333333,0.25,1.0,0.8214285714285714,0.0,0.5,1.0,0.0,1.0,0.9375,0.9375,0.9583333333333334,-1
193983,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,23
223825,0.8533333333333334,1.0,0.7333333333333333,0.8,0.8,0.8,0.0,0.7555555555555554,0.8,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
12411,0.8475237228649423,0.9077551020408162,0.7655328798185943,0.8513119533527697,0.8418367346938775,0.8335123523093448,0.8707482993197279,0.8329297820823244,0.8547418967587034,1.0,0.8163265306122449,0.8979591836734694,0.8707482993197279,0.8435374149659863,0.8163265306122449,0.8163265306122449,0.6297376093294461,0.953469387755102,0.6781789638932495,0.7346938775510204,-1
43107,0.8,0.8035714285714286,0.8333333333333333,0.8166666666666667,0.7727272727272728,0.7916666666666666,0.75,0.7717391304347826,0.8125,0.75,1.0,0.71875,0.0,0.875,0.9166666666666666,0.0,0.875,0.875,0.8571428571428571,0.7708333333333333,80
120512,0.6571428571428571,0.6799999999999999,0.7333333333333333,0.5,0.0,0.0,0.6,0.8,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.0,54
136774,0.7857142857142858,0.85,0.9,0.8,1.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,-1
147062,0.73,0.5714285714285714,0.7777777777777778,0.7111111111111111,0.625,0.45,0.7333333333333333,0.7,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.7,0.6,0.6,-1
31480,0.7346938775510204,0.7583333333333333,0.8117647058823529,0.6714285714285714,0.7272727272727272,0.7111111111111111,0.6,0.7578947368421053,0.7833333333333333,0.9,1.0,0.6666666666666666,0.4,0.8,0.9,0.0,0.7333333333333333,0.7384615384615386,0.7,0.55,76
69223,0.8112244897959183,0.8303571428571428,0.7806122448979592,1.0,0.6214285714285713,0.0,0.9642857142857142,0.8571428571428571,0.6428571428571428,0.8214285714285714,0.0,0.6428571428571428,0.0,0.0,0.0,0.0,0.8571428571428571,0.9642857142857142,0.6964285714285714,0.0,-1
263308,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
24404,0.7407407407407407,0.0,0.7222222222222222,0.0,0.6666666666666666,0.0,0.6666666666666666,0.9444444444444444,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,-1
183217,0.8,0.6666666666666666,0.8,0.6,1.0,1.0,1.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,-1
